Source	Target	Label
u97638	u98726	COLLABORATES
u72711	u72710	COLLABORATES
u98203	u98125	COLLABORATES
u85179	u85178	COLLABORATES
u101982	u97561	COLLABORATES
u98294	u99382	COLLABORATES
u97608	u98417	COLLABORATES
u97563	u98203	COLLABORATES
u1014	u1013	COLLABORATES
u97968	u97671	COLLABORATES
u98695	u97641	COLLABORATES
u1025	u1024	COLLABORATES
u88129	u88127	COLLABORATES
u76921	u76920	COLLABORATES
u97776	u99382	COLLABORATES
u690	u689	COLLABORATES
u88979	u88973	COLLABORATES
u90156	u97058	COLLABORATES
u1315	u1314	COLLABORATES
u726	u725	COLLABORATES
u94342	u94339	COLLABORATES
u78503	u78500	COLLABORATES
u97609	u97552	COLLABORATES
u78465	u78464	COLLABORATES
u794	u793	COLLABORATES
u482	u481	COLLABORATES
u235	u231	COLLABORATES
u88980	u88972	COLLABORATES
u97555	u97912	COLLABORATES
u97640	u97611	COLLABORATES
u97774	u97611	COLLABORATES
u3334	u3333	COLLABORATES
u949	u948	COLLABORATES
u496	u495	COLLABORATES
u23670	u23666	COLLABORATES
u51861	u60602	COLLABORATES
u99382	u97673	COLLABORATES
u101982	u97560	COLLABORATES
u1300	u1125	COLLABORATES
u1324	u1323	COLLABORATES
u94349	u94342	COLLABORATES
u98695	u59405	COLLABORATES
u85264	u85256	COLLABORATES
u65682	u65681	COLLABORATES
u98152	u98007	COLLABORATES
u78702	u97560	COLLABORATES
u65682	u65679	COLLABORATES
u90178	u90177	COLLABORATES
u98725	u97639	COLLABORATES
u23667	u23666	COLLABORATES
u97610	u98294	COLLABORATES
u94344	u94338	COLLABORATES
u97554	u59405	COLLABORATES
u234	u228	COLLABORATES
u17796	u17795	COLLABORATES
u97674	u97559	COLLABORATES
u79516	u30	COLLABORATES
u97562	u97642	COLLABORATES
u97776	u98263	COLLABORATES
u232	u226	COLLABORATES
u97868	u97913	COLLABORATES
u97673	u97609	COLLABORATES
u90179	u90177	COLLABORATES
u97612	u97560	COLLABORATES
u89483	u89482	COLLABORATES
u777	u776	COLLABORATES
u97555	u97640	COLLABORATES
u97639	u98294	COLLABORATES
u98151	u59405	COLLABORATES
u98006	u97641	COLLABORATES
u95537	u95536	COLLABORATES
u98114	u143829	COLLABORATES
u98263	u97611	COLLABORATES
u37378	u1115	COLLABORATES
u97774	u97642	COLLABORATES
u72710	u72708	COLLABORATES
u1256	u1254	COLLABORATES
u97641	u97559	COLLABORATES
u779	u778	COLLABORATES
u334	u333	COLLABORATES
u1167	u1166	COLLABORATES
u100410	u78702	COLLABORATES
u99382	u97609	COLLABORATES
u1374	u1373	COLLABORATES
u89338	u89337	COLLABORATES
u89967	u91223	COLLABORATES
u506	u505	COLLABORATES
u105	u104	COLLABORATES
u1057	u1056	COLLABORATES
u97674	u98294	COLLABORATES
u104104	u98265	COLLABORATES
u97554	u104104	COLLABORATES
u93523	u93521	COLLABORATES
u9291	u9288	COLLABORATES
u87146	u87144	COLLABORATES
u98203	u97836	COLLABORATES
u152	u151	COLLABORATES
u65036	u65035	COLLABORATES
u516	u515	COLLABORATES
u96587	u96586	COLLABORATES
u44001	u44000	COLLABORATES
u80273	u80271	COLLABORATES
u80958	u80957	COLLABORATES
u1061	u1060	COLLABORATES
u97553	u97912	COLLABORATES
u100410	u97555	COLLABORATES
u93492	u93491	COLLABORATES
u75145	u75143	COLLABORATES
u790	u87775	COLLABORATES
u1217	u1215	COLLABORATES
u97642	u98263	COLLABORATES
u94318	u94317	COLLABORATES
u97555	u98007	COLLABORATES
u25282	u25281	COLLABORATES
u95304	u95302	COLLABORATES
u1062	u1061	COLLABORATES
u1162	u1160	COLLABORATES
u94350	u94348	COLLABORATES
u92165	u92164	COLLABORATES
u97556	u98152	COLLABORATES
u85316	u85315	COLLABORATES
u891	u890	COLLABORATES
u445	u442	COLLABORATES
u97913	u98417	COLLABORATES
u72408	u72407	COLLABORATES
u136	u135	COLLABORATES
u87772	u87771	COLLABORATES
u97609	u101210	COLLABORATES
u91160	u91158	COLLABORATES
u79908	u79906	COLLABORATES
u97671	u98125	COLLABORATES
u101210	u98152	COLLABORATES
u228	u227	COLLABORATES
u8199	u8198	COLLABORATES
u89480	u89479	COLLABORATES
u15983	u15982	COLLABORATES
u100410	u98725	COLLABORATES
u94339	u94337	COLLABORATES
u14884	u14883	COLLABORATES
u98152	u100410	COLLABORATES
u83001	u83000	COLLABORATES
u99724	u98203	COLLABORATES
u100410	u97671	COLLABORATES
u1341	u1340	COLLABORATES
u174	u173	COLLABORATES
u918	u917	COLLABORATES
u97553	u97555	COLLABORATES
u97066	u97064	COLLABORATES
u819	u816	COLLABORATES
u446	u445	COLLABORATES
u88981	u88978	COLLABORATES
u98125	u98006	COLLABORATES
u189	u188	COLLABORATES
u8643	u8642	COLLABORATES
u97776	u97552	COLLABORATES
u73698	u73697	COLLABORATES
u89627	u89626	COLLABORATES
u18821	u18820	COLLABORATES
u98358	u97673	COLLABORATES
u97868	u97912	COLLABORATES
u234	u230	COLLABORATES
u578	u72811	COLLABORATES
u53685	u1365	COLLABORATES
u1311	u1309	COLLABORATES
u25283	u25281	COLLABORATES
u84637	u84636	COLLABORATES
u97273	u97272	COLLABORATES
u74920	u74919	COLLABORATES
u97554	u97639	COLLABORATES
u87191	u87190	COLLABORATES
u1221	u1220	COLLABORATES
u44003	u44001	COLLABORATES
u94346	u94345	COLLABORATES
u489	u488	COLLABORATES
u89479	u89478	COLLABORATES
u97561	u78702	COLLABORATES
u73195	u73194	COLLABORATES
u104104	u100410	COLLABORATES
u40	u39	COLLABORATES
u70384	u70383	COLLABORATES
u78497	u78496	COLLABORATES
u94348	u94339	COLLABORATES
u94349	u94339	COLLABORATES
u97553	u97610	COLLABORATES
u97555	u97559	COLLABORATES
u83754	u149	COLLABORATES
u97561	u97556	COLLABORATES
u490	u488	COLLABORATES
u108601	u97608	COLLABORATES
u228	u225	COLLABORATES
u95287	u95286	COLLABORATES
u98263	u108601	COLLABORATES
u97558	u98417	COLLABORATES
u97562	u59405	COLLABORATES
u87853	u88102	COLLABORATES
u97776	u59405	COLLABORATES
u85261	u85256	COLLABORATES
u5211	u5210	COLLABORATES
u97556	u97640	COLLABORATES
u94343	u94342	COLLABORATES
u97610	u97968	COLLABORATES
u94344	u94342	COLLABORATES
u234	u232	COLLABORATES
u97673	u97641	COLLABORATES
u88670	u88669	COLLABORATES
u78963	u78962	COLLABORATES
u97563	u98417	COLLABORATES
u98358	u98152	COLLABORATES
u89464	u89463	COLLABORATES
u94392	u94391	COLLABORATES
u76107	u76104	COLLABORATES
u88978	u88975	COLLABORATES
u98152	u98725	COLLABORATES
u360	u359	COLLABORATES
u97776	u98151	COLLABORATES
u463	u462	COLLABORATES
u98263	u98725	COLLABORATES
u97611	u97912	COLLABORATES
u1015	u1014	COLLABORATES
u1361	u1360	COLLABORATES
u86703	u86702	COLLABORATES
u72811	u72917	COLLABORATES
u98294	u98263	COLLABORATES
u59405	u99724	COLLABORATES
u97560	u97913	COLLABORATES
u79972	u79971	COLLABORATES
u97612	u97563	COLLABORATES
u85258	u85257	COLLABORATES
u73121	u73120	COLLABORATES
u8376	u8375	COLLABORATES
u97555	u97836	COLLABORATES
u97836	u97611	COLLABORATES
u97912	u98007	COLLABORATES
u65683	u65679	COLLABORATES
u78702	u98294	COLLABORATES
u98417	u97562	COLLABORATES
u97558	u97912	COLLABORATES
u97775	u97560	COLLABORATES
u59405	u98725	COLLABORATES
u97560	u97968	COLLABORATES
u98695	u99724	COLLABORATES
u97554	u97673	COLLABORATES
u71852	u71851	COLLABORATES
u633	u709	COLLABORATES
u98695	u98151	COLLABORATES
u97560	u97912	COLLABORATES
u97774	u97553	COLLABORATES
u85261	u85257	COLLABORATES
u97640	u98695	COLLABORATES
u98265	u98114	COLLABORATES
u78902	u78901	COLLABORATES
u97563	u97557	COLLABORATES
u97642	u98007	COLLABORATES
u94320	u94318	COLLABORATES
u98151	u98358	COLLABORATES
u90707	u789	COLLABORATES
u70278	u87013	COLLABORATES
u85261	u85260	COLLABORATES
u98263	u59405	COLLABORATES
u34528	u34527	COLLABORATES
u97673	u97556	COLLABORATES
u97562	u97673	COLLABORATES
u50	u49	COLLABORATES
u72897	u72896	COLLABORATES
u97559	u97968	COLLABORATES
u237	u228	COLLABORATES
u97562	u78702	COLLABORATES
u1526	u1161	COLLABORATES
u75192	u75191	COLLABORATES
u75276	u75275	COLLABORATES
u818	u816	COLLABORATES
u85221	u85220	COLLABORATES
u97673	u97775	COLLABORATES
u97673	u97559	COLLABORATES
u97554	u97609	COLLABORATES
u104104	u97968	COLLABORATES
u98152	u97563	COLLABORATES
u97642	u143829	COLLABORATES
u14884	u73023	COLLABORATES
u83007	u83005	COLLABORATES
u74920	u74918	COLLABORATES
u65682	u63951	COLLABORATES
u53407	u53406	COLLABORATES
u98125	u98151	COLLABORATES
u23670	u23664	COLLABORATES
u72712	u72710	COLLABORATES
u65683	u63994	COLLABORATES
u23666	u23664	COLLABORATES
u85317	u85313	COLLABORATES
u97611	u78702	COLLABORATES
u97559	u98726	COLLABORATES
u97642	u97552	COLLABORATES
u98114	u97553	COLLABORATES
u19137	u19136	COLLABORATES
u97562	u97776	COLLABORATES
u97836	u97671	COLLABORATES
u97774	u97609	COLLABORATES
u98007	u97671	COLLABORATES
u79910	u79907	COLLABORATES
u448	u444	COLLABORATES
u60601	u60600	COLLABORATES
u97642	u97561	COLLABORATES
u97608	u97561	COLLABORATES
u70385	u70384	COLLABORATES
u98726	u98125	COLLABORATES
u88976	u88973	COLLABORATES
u88283	u88281	COLLABORATES
u97639	u101980	COLLABORATES
u97913	u97559	COLLABORATES
u37379	u37378	COLLABORATES
u570	u569	COLLABORATES
u59014	u59012	COLLABORATES
u13197	u13196	COLLABORATES
u65680	u63994	COLLABORATES
u97640	u101979	COLLABORATES
u98152	u97553	COLLABORATES
u83005	u83004	COLLABORATES
u97612	u97775	COLLABORATES
u97672	u98125	COLLABORATES
u94350	u94346	COLLABORATES
u97671	u97641	COLLABORATES
u97673	u97563	COLLABORATES
u97836	u97641	COLLABORATES
u97563	u97638	COLLABORATES
u80272	u80271	COLLABORATES
u90849	u90848	COLLABORATES
u97913	u108601	COLLABORATES
u2136	u2133	COLLABORATES
u89966	u89965	COLLABORATES
u97611	u108601	COLLABORATES
u447	u444	COLLABORATES
u82406	u82404	COLLABORATES
u97640	u104104	COLLABORATES
u95704	u96587	COLLABORATES
u1377	u1376	COLLABORATES
u82407	u82405	COLLABORATES
u233	u231	COLLABORATES
u97836	u101210	COLLABORATES
u27029	u27028	COLLABORATES
u97563	u98263	COLLABORATES
u87039	u87038	COLLABORATES
u85260	u85257	COLLABORATES
u97674	u104104	COLLABORATES
u97556	u143829	COLLABORATES
u94675	u94674	COLLABORATES
u98152	u98294	COLLABORATES
u77378	u82708	COLLABORATES
u78702	u97968	COLLABORATES
u97608	u97968	COLLABORATES
u94348	u94340	COLLABORATES
u78501	u78500	COLLABORATES
u59405	u97609	COLLABORATES
u88954	u88953	COLLABORATES
u14	u82567	COLLABORATES
u97672	u97836	COLLABORATES
u97096	u97095	COLLABORATES
u97562	u98358	COLLABORATES
u97610	u97641	COLLABORATES
u915	u914	COLLABORATES
u88130	u88126	COLLABORATES
u97612	u98695	COLLABORATES
u100410	u97868	COLLABORATES
u75958	u75957	COLLABORATES
u98007	u97562	COLLABORATES
u74406	u74404	COLLABORATES
u70385	u70381	COLLABORATES
u101210	u99165	COLLABORATES
u91942	u91938	COLLABORATES
u73734	u73732	COLLABORATES
u98695	u101210	COLLABORATES
u97775	u78702	COLLABORATES
u59405	u97836	COLLABORATES
u234	u226	COLLABORATES
u98358	u98726	COLLABORATES
u97610	u143829	COLLABORATES
u60603	u51861	COLLABORATES
u75531	u75530	COLLABORATES
u1147	u1146	COLLABORATES
u98151	u98725	COLLABORATES
u98007	u97563	COLLABORATES
u97641	u98125	COLLABORATES
u97563	u98114	COLLABORATES
u91061	u91057	COLLABORATES
u97557	u97671	COLLABORATES
u99165	u97775	COLLABORATES
u74705	u74704	COLLABORATES
u97640	u99382	COLLABORATES
u510	u509	COLLABORATES
u98695	u97868	COLLABORATES
u98114	u98695	COLLABORATES
u98007	u98358	COLLABORATES
u97609	u97558	COLLABORATES
u101210	u99724	COLLABORATES
u73192	u73190	COLLABORATES
u10483	u10482	COLLABORATES
u82929	u82928	COLLABORATES
u98265	u99724	COLLABORATES
u64871	u64870	COLLABORATES
u100410	u97609	COLLABORATES
u97553	u97671	COLLABORATES
u1052	u1051	COLLABORATES
u1441	u1439	COLLABORATES
u97641	u100410	COLLABORATES
u89965	u89964	COLLABORATES
u97638	u59405	COLLABORATES
u850	u849	COLLABORATES
u94350	u94349	COLLABORATES
u97555	u97672	COLLABORATES
u725	u724	COLLABORATES
u101210	u97641	COLLABORATES
u236	u228	COLLABORATES
u91942	u91940	COLLABORATES
u86666	u15159	COLLABORATES
u98151	u98263	COLLABORATES
u94247	u94246	COLLABORATES
u98358	u99382	COLLABORATES
u77785	u77784	COLLABORATES
u10484	u10481	COLLABORATES
u85317	u85314	COLLABORATES
u447	u446	COLLABORATES
u97642	u98695	COLLABORATES
u231	u227	COLLABORATES
u250	u249	COLLABORATES
u849	u848	COLLABORATES
u63	u62	COLLABORATES
u101982	u101980	COLLABORATES
u23670	u23667	COLLABORATES
u97913	u98203	COLLABORATES
u172	u171	COLLABORATES
u97552	u78702	COLLABORATES
u233	u225	COLLABORATES
u76142	u76141	COLLABORATES
u98203	u97562	COLLABORATES
u53	u161	COLLABORATES
u485	u484	COLLABORATES
u98265	u97671	COLLABORATES
u94346	u94337	COLLABORATES
u61489	u61488	COLLABORATES
u97610	u99724	COLLABORATES
u70385	u70383	COLLABORATES
u97065	u97064	COLLABORATES
u97612	u97609	COLLABORATES
u98114	u101979	COLLABORATES
u82408	u82404	COLLABORATES
u78149	u76489	COLLABORATES
u97639	u97868	COLLABORATES
u85284	u85282	COLLABORATES
u97563	u99724	COLLABORATES
u1216	u1214	COLLABORATES
u1411	u1410	COLLABORATES
u1217	u1214	COLLABORATES
u97673	u97552	COLLABORATES
u94892	u94890	COLLABORATES
u98125	u97912	COLLABORATES
u97640	u97639	COLLABORATES
u104104	u98695	COLLABORATES
u73195	u73190	COLLABORATES
u98265	u97559	COLLABORATES
u94349	u94341	COLLABORATES
u97868	u98417	COLLABORATES
u86664	u86663	COLLABORATES
u97559	u108601	COLLABORATES
u73196	u73190	COLLABORATES
u98726	u97639	COLLABORATES
u90696	u709	COLLABORATES
u23	u22	COLLABORATES
u97553	u97609	COLLABORATES
u100410	u97642	COLLABORATES
u75828	u75826	COLLABORATES
u98265	u97555	COLLABORATES
u98114	u108601	COLLABORATES
u1350	u1359	COLLABORATES
u97674	u97552	COLLABORATES
u73169	u73167	COLLABORATES
u85263	u85257	COLLABORATES
u97642	u97563	COLLABORATES
u235	u226	COLLABORATES
u1421	u1420	COLLABORATES
u95347	u95345	COLLABORATES
u153	u151	COLLABORATES
u83754	u76303	COLLABORATES
u30831	u30830	COLLABORATES
u97836	u97868	COLLABORATES
u97556	u97776	COLLABORATES
u1435	u1434	COLLABORATES
u97562	u97552	COLLABORATES
u97553	u143828	COLLABORATES
u98114	u98203	COLLABORATES
u906	u905	COLLABORATES
u94344	u94337	COLLABORATES
u98417	u98125	COLLABORATES
u3717	u3716	COLLABORATES
u97563	u97639	COLLABORATES
u97642	u97553	COLLABORATES
u83057	u83056	COLLABORATES
u31963	u31962	COLLABORATES
u98358	u99724	COLLABORATES
u97671	u98417	COLLABORATES
u548	u547	COLLABORATES
u104104	u97673	COLLABORATES
u97562	u97609	COLLABORATES
u85264	u85262	COLLABORATES
u92906	u92905	COLLABORATES
u13199	u13196	COLLABORATES
u97554	u97642	COLLABORATES
u1099	u17545	COLLABORATES
u70383	u70380	COLLABORATES
u85318	u85313	COLLABORATES
u97563	u97913	COLLABORATES
u74550	u74549	COLLABORATES
u91161	u91160	COLLABORATES
u72709	u72708	COLLABORATES
u1072	u1071	COLLABORATES
u97612	u97556	COLLABORATES
u91090	u91088	COLLABORATES
u98125	u97608	COLLABORATES
u97774	u97554	COLLABORATES
u74925	u74924	COLLABORATES
u73477	u73476	COLLABORATES
u97609	u97968	COLLABORATES
u97556	u97672	COLLABORATES
u87147	u87144	COLLABORATES
u97563	u97556	COLLABORATES
u97611	u97913	COLLABORATES
u97066	u164	COLLABORATES
u97912	u99382	COLLABORATES
u100410	u98417	COLLABORATES
u83098	u83097	COLLABORATES
u98265	u59405	COLLABORATES
u97558	u98294	COLLABORATES
u74921	u74920	COLLABORATES
u97553	u97868	COLLABORATES
u98152	u97559	COLLABORATES
u97610	u97913	COLLABORATES
u98265	u97641	COLLABORATES
u98006	u97553	COLLABORATES
u97612	u97554	COLLABORATES
u69314	u69313	COLLABORATES
u98151	u98006	COLLABORATES
u85262	u85261	COLLABORATES
u98203	u97556	COLLABORATES
u94268	u94267	COLLABORATES
u73194	u73193	COLLABORATES
u85262	u85259	COLLABORATES
u23669	u23668	COLLABORATES
u98294	u104104	COLLABORATES
u74552	u74551	COLLABORATES
u98265	u97560	COLLABORATES
u1560	u1555	COLLABORATES
u1240	u1239	COLLABORATES
u73890	u73889	COLLABORATES
u445	u444	COLLABORATES
u88981	u88975	COLLABORATES
u101210	u98358	COLLABORATES
u811	u816	COLLABORATES
u115	u84173	COLLABORATES
u97560	u98417	COLLABORATES
u104104	u97608	COLLABORATES
u98007	u98265	COLLABORATES
u230	u229	COLLABORATES
u97640	u98203	COLLABORATES
u97561	u97638	COLLABORATES
u97640	u101210	COLLABORATES
u85316	u85312	COLLABORATES
u97552	u104104	COLLABORATES
u591	u189	COLLABORATES
u97555	u98294	COLLABORATES
u89627	u89625	COLLABORATES
u868	u866	COLLABORATES
u97774	u98006	COLLABORATES
u78702	u104104	COLLABORATES
u98263	u97836	COLLABORATES
u97561	u97776	COLLABORATES
u98417	u97638	COLLABORATES
u57440	u57439	COLLABORATES
u98114	u97641	COLLABORATES
u76108	u76105	COLLABORATES
u101210	u97559	COLLABORATES
u98203	u97612	COLLABORATES
u63329	u63328	COLLABORATES
u97556	u98151	COLLABORATES
u80133	u80132	COLLABORATES
u97560	u97673	COLLABORATES
u578	u577	COLLABORATES
u98151	u98726	COLLABORATES
u95898	u94889	COLLABORATES
u911	u910	COLLABORATES
u97553	u98725	COLLABORATES
u90448	u90447	COLLABORATES
u12566	u12565	COLLABORATES
u97912	u97554	COLLABORATES
u97641	u78702	COLLABORATES
u97673	u98152	COLLABORATES
u97612	u98114	COLLABORATES
u97641	u97968	COLLABORATES
u98114	u97671	COLLABORATES
u75110	u75109	COLLABORATES
u456	u455	COLLABORATES
u98006	u97776	COLLABORATES
u75157	u75156	COLLABORATES
u104104	u97836	COLLABORATES
u97776	u99724	COLLABORATES
u99382	u97612	COLLABORATES
u97609	u97641	COLLABORATES
u97563	u97671	COLLABORATES
u70385	u70382	COLLABORATES
u78505	u78504	COLLABORATES
u59513	u188	COLLABORATES
u781	u780	COLLABORATES
u447	u443	COLLABORATES
u94892	u94891	COLLABORATES
u913	u912	COLLABORATES
u66344	u66343	COLLABORATES
u1001	u1000	COLLABORATES
u97559	u97671	COLLABORATES
u97638	u99724	COLLABORATES
u88974	u88972	COLLABORATES
u94338	u94337	COLLABORATES
u97558	u98203	COLLABORATES
u576	u575	COLLABORATES
u719	u718	COLLABORATES
u97557	u97913	COLLABORATES
u97674	u97556	COLLABORATES
u97558	u97555	COLLABORATES
u72755	u72754	COLLABORATES
u92994	u92993	COLLABORATES
u97775	u97557	COLLABORATES
u104104	u98358	COLLABORATES
u98114	u143828	COLLABORATES
u83098	u83096	COLLABORATES
u101210	u97639	COLLABORATES
u235	u227	COLLABORATES
u97609	u97559	COLLABORATES
u579	u8642	COLLABORATES
u882	u1307	COLLABORATES
u98152	u98417	COLLABORATES
u97610	u97638	COLLABORATES
u85	u84	COLLABORATES
u72807	u72804	COLLABORATES
u72044	u72043	COLLABORATES
u97672	u108601	COLLABORATES
u15886	u15884	COLLABORATES
u73432	u73430	COLLABORATES
u486	u563	COLLABORATES
u97774	u98358	COLLABORATES
u20307	u20306	COLLABORATES
u97554	u98114	COLLABORATES
u229	u226	COLLABORATES
u235	u233	COLLABORATES
u101981	u101980	COLLABORATES
u91941	u91939	COLLABORATES
u23669	u23665	COLLABORATES
u1419	u1418	COLLABORATES
u448	u443	COLLABORATES
u97562	u97836	COLLABORATES
u97553	u97563	COLLABORATES
u85221	u90223	COLLABORATES
u97674	u97553	COLLABORATES
u78707	u78706	COLLABORATES
u628	u627	COLLABORATES
u65680	u65679	COLLABORATES
u98152	u108601	COLLABORATES
u59576	u59575	COLLABORATES
u80499	u94126	COLLABORATES
u97639	u97774	COLLABORATES
u97639	u97641	COLLABORATES
u98125	u101210	COLLABORATES
u97554	u97641	COLLABORATES
u374	u372	COLLABORATES
u6885	u6884	COLLABORATES
u90041	u90040	COLLABORATES
u78503	u78501	COLLABORATES
u78534	u78533	COLLABORATES
u97554	u99165	COLLABORATES
u25030	u25029	COLLABORATES
u85263	u85260	COLLABORATES
u97559	u78702	COLLABORATES
u94350	u94338	COLLABORATES
u76441	u76438	COLLABORATES
u94247	u94245	COLLABORATES
u90104	u90103	COLLABORATES
u97968	u98006	COLLABORATES
u97611	u97642	COLLABORATES
u97555	u97552	COLLABORATES
u97639	u97552	COLLABORATES
u87330	u87329	COLLABORATES
u98417	u98294	COLLABORATES
u97674	u98007	COLLABORATES
u95303	u95302	COLLABORATES
u76996	u76923	COLLABORATES
u97561	u97639	COLLABORATES
u75935	u75933	COLLABORATES
u78505	u78501	COLLABORATES
u104104	u98151	COLLABORATES
u78946	u78945	COLLABORATES
u97563	u97552	COLLABORATES
u98695	u98725	COLLABORATES
u83723	u46686	COLLABORATES
u94345	u94341	COLLABORATES
u97553	u108601	COLLABORATES
u95644	u95643	COLLABORATES
u88128	u149	COLLABORATES
u97554	u97671	COLLABORATES
u97558	u98006	COLLABORATES
u1135	u1134	COLLABORATES
u94350	u94345	COLLABORATES
u97558	u108601	COLLABORATES
u97776	u108601	COLLABORATES
u161	u160	COLLABORATES
u685	u684	COLLABORATES
u14739	u14738	COLLABORATES
u99	u97	COLLABORATES
u98265	u98125	COLLABORATES
u1046	u652	COLLABORATES
u97912	u101210	COLLABORATES
u77642	u77641	COLLABORATES
u97562	u101210	COLLABORATES
u74923	u74918	COLLABORATES
u59013	u790	COLLABORATES
u92	u90	COLLABORATES
u72	u71	COLLABORATES
u97968	u97611	COLLABORATES
u97639	u98695	COLLABORATES
u76143	u91028	COLLABORATES
u97608	u97673	COLLABORATES
u97562	u97640	COLLABORATES
u97560	u99165	COLLABORATES
u87057	u97136	COLLABORATES
u98294	u99165	COLLABORATES
u517	u513	COLLABORATES
u76303	u76352	COLLABORATES
u94701	u782	COLLABORATES
u97560	u98203	COLLABORATES
u103	u101	COLLABORATES
u98114	u97559	COLLABORATES
u97552	u97638	COLLABORATES
u74100	u74097	COLLABORATES
u85260	u85258	COLLABORATES
u388	u387	COLLABORATES
u894	u893	COLLABORATES
u97555	u99382	COLLABORATES
u74923	u74919	COLLABORATES
u100410	u97612	COLLABORATES
u1077	u1076	COLLABORATES
u856	u855	COLLABORATES
u97560	u97558	COLLABORATES
u98006	u97552	COLLABORATES
u1423	u1422	COLLABORATES
u98725	u98114	COLLABORATES
u74098	u74097	COLLABORATES
u97552	u97868	COLLABORATES
u92	u91	COLLABORATES
u93523	u93519	COLLABORATES
u97639	u97556	COLLABORATES
u97558	u104104	COLLABORATES
u234	u233	COLLABORATES
u97562	u97641	COLLABORATES
u85257	u85256	COLLABORATES
u99382	u98006	COLLABORATES
u78499	u78497	COLLABORATES
u98265	u97610	COLLABORATES
u96696	u96695	COLLABORATES
u89479	u89477	COLLABORATES
u97554	u97968	COLLABORATES
u235	u234	COLLABORATES
u87775	u87773	COLLABORATES
u94910	u94909	COLLABORATES
u97609	u97561	COLLABORATES
u73195	u73192	COLLABORATES
u143829	u97671	COLLABORATES
u232	u229	COLLABORATES
u98726	u97671	COLLABORATES
u87867	u87866	COLLABORATES
u191	u190	COLLABORATES
u97968	u98695	COLLABORATES
u1577	u1576	COLLABORATES
u1194	u1193	COLLABORATES
u74922	u74918	COLLABORATES
u1319	u1318	COLLABORATES
u97968	u98152	COLLABORATES
u72711	u72708	COLLABORATES
u97673	u101210	COLLABORATES
u97968	u98358	COLLABORATES
u97836	u97968	COLLABORATES
u87774	u87773	COLLABORATES
u14740	u14739	COLLABORATES
u42780	u42778	COLLABORATES
u92905	u92904	COLLABORATES
u74919	u74918	COLLABORATES
u10396	u10013	COLLABORATES
u97560	u97638	COLLABORATES
u97563	u98294	COLLABORATES
u97836	u97673	COLLABORATES
u97611	u97610	COLLABORATES
u97671	u97642	COLLABORATES
u73194	u73192	COLLABORATES
u91194	u91193	COLLABORATES
u99724	u98726	COLLABORATES
u88979	u88976	COLLABORATES
u98294	u97562	COLLABORATES
u75140	u75109	COLLABORATES
u976	u975	COLLABORATES
u100410	u97558	COLLABORATES
u59405	u97612	COLLABORATES
u70164	u70163	COLLABORATES
u97642	u97610	COLLABORATES
u78947	u78945	COLLABORATES
u94343	u94341	COLLABORATES
u88980	u88975	COLLABORATES
u163	u162	COLLABORATES
u72338	u72337	COLLABORATES
u97554	u98263	COLLABORATES
u18263	u18262	COLLABORATES
u841	u840	COLLABORATES
u63085	u63084	COLLABORATES
u1077	u1075	COLLABORATES
u97774	u97671	COLLABORATES
u828	u827	COLLABORATES
u1558	u1555	COLLABORATES
u97638	u99382	COLLABORATES
u545	u544	COLLABORATES
u725	u723	COLLABORATES
u51861	u51860	COLLABORATES
u75145	u75144	COLLABORATES
u101982	u98114	COLLABORATES
u97553	u97559	COLLABORATES
u95884	u95883	COLLABORATES
u82408	u82406	COLLABORATES
u99382	u97913	COLLABORATES
u97558	u97610	COLLABORATES
u98114	u97552	COLLABORATES
u44002	u44001	COLLABORATES
u70381	u70380	COLLABORATES
u97563	u78702	COLLABORATES
u97556	u97836	COLLABORATES
u1561	u1558	COLLABORATES
u95346	u95345	COLLABORATES
u97968	u97776	COLLABORATES
u1560	u1558	COLLABORATES
u1516	u1515	COLLABORATES
u97555	u99165	COLLABORATES
u1453	u1452	COLLABORATES
u99165	u97672	COLLABORATES
u98725	u97555	COLLABORATES
u88975	u88974	COLLABORATES
u97774	u98417	COLLABORATES
u98725	u99382	COLLABORATES
u93496	u93495	COLLABORATES
u97611	u143829	COLLABORATES
u1559	u1555	COLLABORATES
u97640	u97671	COLLABORATES
u97639	u97671	COLLABORATES
u97558	u98114	COLLABORATES
u97609	u98726	COLLABORATES
u85264	u85261	COLLABORATES
u88285	u88282	COLLABORATES
u97639	u78702	COLLABORATES
u60603	u60602	COLLABORATES
u65683	u65680	COLLABORATES
u98114	u97836	COLLABORATES
u74554	u74552	COLLABORATES
u1561	u1559	COLLABORATES
u78702	u97671	COLLABORATES
u94348	u94343	COLLABORATES
u490	u487	COLLABORATES
u236	u229	COLLABORATES
u6885	u42181	COLLABORATES
u53182	u154	COLLABORATES
u98725	u97673	COLLABORATES
u97642	u98151	COLLABORATES
u76440	u76438	COLLABORATES
u939	u938	COLLABORATES
u97555	u59405	COLLABORATES
u94119	u94118	COLLABORATES
u73196	u73193	COLLABORATES
u97555	u98695	COLLABORATES
u584	u583	COLLABORATES
u23666	u23665	COLLABORATES
u13198	u13197	COLLABORATES
u895	u894	COLLABORATES
u79137	u83754	COLLABORATES
u101982	u101981	COLLABORATES
u16	u14	COLLABORATES
u85261	u85258	COLLABORATES
u98725	u97609	COLLABORATES
u94345	u94343	COLLABORATES
u652	u1045	COLLABORATES
u84832	u84831	COLLABORATES
u514	u513	COLLABORATES
